"run","model","control","duration","cattle_culled","sheep_culled","cattlesheep_culled","cattle_vacc"
77,"B","v03",60,1775,11804,0,28164
78,"B","v03",91,2211,11008,0,23351
79,"B","v03",105,2490,16117,0,34615
80,"B","v03",66,3068,14015,0,35689
81,"B","v03",67,1816,14164,0,20952
82,"B","v03",227,9204,64457,0,78381
83,"B","v03",178,5639,22051,0,51773
84,"B","v03",170,5916,34464,0,52808
85,"B","v03",179,6991,40821,0,77203
86,"B","v03",85,2474,17903,0,22106
87,"B","v03",224,5851,42113,0,63086
88,"B","v03",89,1744,7576,0,25269
89,"B","v03",143,2832,15956,0,40203
90,"B","v03",185,7222,29138,0,72096
91,"B","v03",94,3232,11889,0,32446
92,"B","v03",109,3297,11791,0,48906
93,"B","v03",61,1282,7811,0,25070
94,"B","v03",82,3048,17712,0,19022
95,"B","v03",176,5546,34052,0,69420
96,"B","v03",220,8734,54157,0,71403
97,"B","v03",85,946,14369,0,12992
98,"B","v03",129,6124,28125,0,78289
99,"B","v03",98,3868,17502,0,25694
100,"B","v03",110,2078,26249,0,32541
1,"B","v10",106,1702,8230,0,129326
2,"B","v10",158,3340,24948,0,155661
3,"B","v10",82,2118,14131,0,86152
4,"B","v10",72,2514,17870,0,114064
5,"B","v10",37,813,10790,0,69357
6,"B","v10",117,4180,16940,0,178155
7,"B","v10",122,2808,17113,0,159330
8,"B","v10",70,2432,8038,0,108383
9,"B","v10",86,2311,16161,0,144722
10,"B","v10",100,1128,14598,0,139225
11,"B","v10",60,1683,11466,0,94191
12,"B","v10",96,2188,21007,0,64698
13,"B","v10",106,2494,15465,0,132972
14,"B","v10",137,4056,33345,0,134611
15,"B","v10",205,6274,36748,0,186110
16,"B","v10",104,3186,19454,0,157657
17,"B","v10",74,2686,17744,0,167859
18,"B","v10",82,2317,20353,0,100164
19,"B","v10",147,3589,26305,0,183484
20,"B","v10",101,3147,23962,0,137889
21,"B","v10",38,710,9366,0,100485
22,"B","v10",36,895,5840,0,79225
23,"B","v10",73,1334,15106,0,110312
24,"B","v10",79,2125,7849,0,93185
25,"B","v10",97,1959,16638,0,129540
26,"B","v10",127,4112,17709,0,188120
27,"B","v10",122,3125,25963,0,139050
28,"B","v10",97,787,5461,0,119638
29,"B","v10",93,3000,24430,0,131981
30,"B","v10",136,3146,26747,0,153680
31,"B","v10",149,3579,24421,0,175230
32,"B","v10",60,1470,11689,0,83583
33,"B","v10",44,2112,14651,0,75993
34,"B","v10",62,2409,14627,0,126382
35,"B","v10",106,1097,12806,0,103940
36,"B","v10",69,2279,9801,0,139358
37,"B","v10",139,2977,19247,0,171499
38,"B","v10",108,2805,17314,0,128437
39,"B","v10",86,2763,17809,0,147348
40,"B","v10",88,1212,11228,0,141609
41,"B","v10",250,3426,34079,0,156387
42,"B","v10",115,2626,24956,0,155871
43,"B","v10",152,5131,40255,0,154265
44,"B","v10",172,6090,38124,0,156970
45,"B","v10",72,1094,7970,0,122163
46,"B","v10",77,2169,14316,0,79799
47,"B","v10",58,1501,13081,0,76796
48,"B","v10",51,1863,10670,0,109448
49,"B","v10",95,695,12439,0,106617
50,"B","v10",401,3436,21039,0,122467
51,"B","v10",189,5405,39828,0,165488
52,"B","v10",153,4014,28024,0,141974
53,"B","v10",97,1873,17331,0,81680
54,"B","v10",68,2677,13625,0,163768
55,"B","v10",77,4316,20929,0,170941
56,"B","v10",101,2702,23662,0,170274
